bitrix24_partner_number,title,site,phone,email,logo_url,detail_page_url,zone,scraped_at
12844168,OKSEON,https://okseon.ru,"+7 (999) 782-00-68",welcome@okseon.ru,"https://www.1c-bitrix.ru/upload/iblock/16f/8tug57m8yq7x9s244ehvqdclqpcetx3q/Лого со слоганом (1)_photo-resizer.ru.jpg",/partners/partner/12844168/,ru,2026-06-23T15:24:20+00:00
13877142,"ID Solutions",https://i-solpro.ru,+7(812)565-85-60,info@i-solpro.ru,https://www.1c-bitrix.ru/upload/iblock/4cf/pdkxyu0sdei1qwve739m0xxuo60eqzp6/LogoB24.png,/partners/partner/13877142/,ru,2026-06-23T15:24:22+00:00
6641225,СИСТЕМА,https://sistema247.bitrix24site.ru,89225173049,SS@SISTEMA247.RU,https://www.1c-bitrix.ru/upload/iblock/b51/h2fkah1mof9txug1v4v2r083jclmhbsg/лого.png,/partners/partner/6641225/,ru,2026-06-23T15:24:28+00:00
6479549,Альфа-консалтинг,https://1alfagroup.ru,"+7 (495) 476-60-05",info@1alfagroup.ru,"https://www.1c-bitrix.ru/upload/iblock/48f/лого альфа.jpg",/partners/partner/6479549/,ru,2026-06-23T15:24:31+00:00
5411951,Redham,https://www.redhamsites.ru,+78612001671,info@redhamsites.ru,"https://www.1c-bitrix.ru/upload/iblock/c7d/logo (2).png",/partners/partner/5411951/,ru,2026-06-23T15:24:33+00:00
7902605,NeuroCRM,https://neurocrm.ru,"8 (812) 425-63-71",neurocrmwork@gmail.com,https://www.1c-bitrix.ru/upload/iblock/e11/Лого.png,/partners/partner/7902605/,ru,2026-06-23T15:24:35+00:00
1150667,CRM'ON,https://crmon.ru,"+7 (499) 677 53 49",info@crmon.ru,https://www.1c-bitrix.ru/upload/iblock/4d7/CRM_ON_cu.png,/partners/partner/1150667/,ru,2026-06-23T15:24:38+00:00
17443246,AbraCode,https://abracode.ru,+79087354678,mail@abracode.ru,"https://www.1c-bitrix.ru/upload/iblock/af9/lxo8esrbp5xsho10arp08p5izhm2s5rn/logo 135x47.png",/partners/partner/17443246/,ru,2026-06-23T15:24:40+00:00
72873,S-WEBS24,https://s-webs24.ru/,"+7 961 805 51 93",b24@s-webs.ru,https://www.1c-bitrix.ru/upload/iblock/11b/41cg7zx29ciofeoq81dh8wunic8ex5mv/icon_500_500.png,/partners/partner/72873/,ru,2026-06-23T15:24:42+00:00
248229,bXweb,https://bxweb.ru,+79191205103,info@bxweb.ru,https://www.1c-bitrix.ru/upload/iblock/263/0xhq9us39p57yplwar6z048xlv23lrgi/logo.png,/partners/partner/248229/,ru,2026-06-23T15:24:45+00:00
225649,"Рокет Сервис",https://rocketservice.ru/?utm_source=b24,"+7 (495) 085-2585",admin@rocketservice.ru,https://www.1c-bitrix.ru/upload/iblock/fa0/3p2xjrftpj7p4ne25mu148dgntzlst3c/lo1go.jpg,/partners/partner/225649/,ru,2026-06-23T15:24:47+00:00
18823646,"КАК БИЗНЕС",https://kak-biznes.ru,+79997873136,info@kak-biznes.ru,"https://www.1c-bitrix.ru/upload/iblock/25a/32combag8j5k39508uypms91eqaralup/Круг 135x135.png",/partners/partner/18823646/,ru,2026-06-23T15:24:50+00:00
274265,Геометрия,https://geometry.ooo,"+7812 6037878",info@geometry.ooo,https://www.1c-bitrix.ru/upload/iblock/b83/98qlwfkuj0i4iahx8zinsvh24lw3q8tr/Гео2_175.jpg,/partners/partner/274265/,ru,2026-06-23T15:24:52+00:00
7435557,"ПК Интегратор",https://pk-integrator.ru,+79372232803,sales@pk-integrator.ru,https://www.1c-bitrix.ru/upload/iblock/b2e/4273e0c261a80b1fedfba4a5_rw_19203.jpg,/partners/partner/7435557/,ru,2026-06-23T15:24:54+00:00
11836462,"От рутины к системе",https://www.buh-boss.ru/btx,"+7 (906) 261-54-56",buhbpk@6220763.ru,https://www.1c-bitrix.ru/upload/iblock/8fd/drwzxiip3qs3833p2n8rfrx5tdfb58dz/photo_2023-01-30_14-15-34.jpg,/partners/partner/11836462/,ru,2026-06-23T15:25:00+00:00
17285684,АНТИХАОС,https://antihaos.pro/?utm_source=part_b24,"+7 (831) 231-26-00",info@antihaos.pro,"https://www.1c-bitrix.ru/upload/iblock/cb6/5n95hbtmim0xz90gbui231hhoq5ddajx/Логотип 2 уменьшенный.png",/partners/partner/17285684/,ru,2026-06-23T15:25:02+00:00
9607561,"Андрей Оброков",https://obrokov.bitrix24site.ru,+79889550020,obrokov@gmail.com,"https://www.1c-bitrix.ru/upload/iblock/2f9/8wd6tr53ahjv4jrawm6v3kxbzu3k6t6a/logo obrokov m.png",/partners/partner/9607561/,ru,2026-06-23T15:25:05+00:00
24213166,akmservice,https://akmservice.ru/,+79252224011,support@akmservice.ru,https://www.1c-bitrix.ru/upload/iblock/b20/2tm6loisvbm8qei5c3nc51bwzv4b488l/Favicon.png,/partners/partner/24213166/,ru,2026-06-23T15:25:07+00:00
11054310,MULYUKOFF-GROUP,https://mulyukoff-group.ru,+79223866270,sale@mulyukoff-group.ru,"https://www.1c-bitrix.ru/upload/iblock/441/05ykve1x8309ox5gme673jhnqyid5d06/Дизайн без названия-6.png",/partners/partner/11054310/,ru,2026-06-23T15:25:10+00:00
40433,Инфоспайс,https://www.infospice.ru,"+7 (499) 350-54-30",sales@infospice.ru,https://www.1c-bitrix.ru/upload/iblock/5da/5sy5tga2s68gc0aud908ee9q7jy90bq1/logo-new175.png,/partners/partner/40433/,ru,2026-06-23T15:25:12+00:00
16270888,WEBOFFICE,https://web-office.site,89288120512,weboffice.bitrix24@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/27b/oceh07rb076lxhz08bajz3mtdjosibmj/Вебофис лого пнг.png",/partners/partner/16270888/,ru,2026-06-23T15:25:15+00:00
10928036,RCGIT,https://rcgit.ru/,89091508590,bk@rcgit.ru,https://www.1c-bitrix.ru/upload/iblock/e9e/ygmz72hlewsey68cru2wupvg465wxi8t/svgviewer-png-output.png,/partners/partner/10928036/,ru,2026-06-23T15:25:17+00:00
220962,SMARTIME,https://smartime.ru,"+7 (912) 302-02-00",info@smartime.ru,"https://www.1c-bitrix.ru/upload/iblock/e7a/a2s613wcy7dq047yhve5z4zr4f27kdbq/Цветная версия (только надпись).png",/partners/partner/220962/,ru,2026-06-23T15:25:19+00:00
13329908,ЛЕГЕНДАСОФТ,https://legendasoft.ru/,"8 (812) 200-777-6",sales@legendasoft.ru,https://www.1c-bitrix.ru/upload/iblock/40f/6ndo1jvan17zhy9nxs33a89sfj69l0qn/лого123.png,/partners/partner/13329908/,ru,2026-06-23T15:25:22+00:00
15536078,"ПиКей Групп",https://pkey-online.ru,"+7 909 273 6090",ikrasnoperov@pkey-online.ru,"https://www.1c-bitrix.ru/upload/iblock/6d9/1puqheh6aaox4r85fxcfitzkzmsh204w/Без имени-1.png",/partners/partner/15536078/,ru,2026-06-23T15:25:24+00:00
7845045,Идея,https://1c-idea.ru,"+7 911 495 40 62",office@1c-idea.ru,https://www.1c-bitrix.ru/upload/iblock/f88/z4vgla5mq2ksi1o9914hsiln9yt8vqci/1c-idea.png,/partners/partner/7845045/,ru,2026-06-23T15:25:27+00:00
17528554,InProject,https://inproject.ru/,"+79530261825, +79374410714",info@inproject.ru,"https://www.1c-bitrix.ru/upload/iblock/a5f/slq5uu3lnd5ogd8e9ekudhij6knr09sq/Полный логотип (с дескриптором).jpg",/partners/partner/17528554/,ru,2026-06-23T15:25:33+00:00
10835392,"БИЗНЕС РЕШЕНИЯ",https://bzrs.ru,89952204500,info@bzrs.ru,https://www.1c-bitrix.ru/upload/iblock/6ca/73m6pjnopmeprqmo07pwt74w2i0z3pz3/94.png,/partners/partner/10835392/,ru,2026-06-23T15:25:35+00:00
4914163,"IT Robot",https://itrobot.ru,+7(495)128-02-57,mail@itrobot.ru,"https://www.1c-bitrix.ru/upload/iblock/28e/IT Robot Logo 175x69.png",/partners/partner/4914163/,ru,2026-06-23T15:25:37+00:00
7847719,"DTS business",https://dts.business,"+7 495 414 21 17",bitrix24@c-r-m.org,https://www.1c-bitrix.ru/upload/iblock/209/Logo_DTS_175x135.png,/partners/partner/7847719/,ru,2026-06-23T15:25:40+00:00
103757,Инфинити,https://infinitystudio.ru/,"8 800 101-31-13; +7 900 526 0017; +7 900 526 0018; +7 900 526 0019",info@infinitystudio.ru,https://www.1c-bitrix.ru/upload/iblock/c2e/463zcno4mc0nh9pbzw4ei2l1xbhw71gf/1.png,/partners/partner/103757/,ru,2026-06-23T15:25:42+00:00
9449029,Самолёт,https://samoliot.ru,"+7 (800) 301-58-96",am@samoliot.ru,"https://www.1c-bitrix.ru/upload/iblock/1bd/WhatsApp Image 2019-08-20 at 15.01.13.jpeg",/partners/partner/9449029/,ru,2026-06-23T15:25:45+00:00
218972,Бквсофт,https://bkv-soft.com,88002012445,info@bkv-soft.com,https://www.1c-bitrix.ru/upload/iblock/3d4/logo11[1].png,/partners/partner/218972/,ru,2026-06-23T15:25:47+00:00
11468018,ЛИНКСАЙД,https://linkside.bitrix24site.ru/,+74957788983,op@linkside.site,"https://www.1c-bitrix.ru/upload/iblock/2de/h5jlcsmhm21pdkzqcl9d36vvdnh2p58b/logo LS 300.jpg",/partners/partner/11468018/,ru,2026-06-23T15:25:50+00:00
31109,simpo.biz,https://www.simpo.biz,"+7 (831) 411 16 16, 8 800 201-52-21",sales@simpo.biz,https://www.1c-bitrix.ru/upload/iblock/73e/logo_simpo.jpg,/partners/partner/31109/,ru,2026-06-23T15:25:52+00:00
24417126,Журавли,https://juravli-it.ru,+79997861318,01ijuravli@gmail.com,"https://www.1c-bitrix.ru/upload/iblock/f90/x67kjpznn69vuzyzmvzh0b9mrg2xdsex/Haags_logo для Битрикс.png",/partners/partner/24417126/,ru,2026-06-23T15:25:55+00:00
220511,ARTW,https://artw.ru,"(812) 313-88-99",info@artw.ru,https://www.1c-bitrix.ru/upload/iblock/705/artw_new.jpg,/partners/partner/220511/,ru,2026-06-23T15:25:57+00:00
10009237,Vessna,https://vessna.pro,+74951471833,info@vessna.pro,https://www.1c-bitrix.ru/upload/iblock/492/ahuk3mxchd0mw1234fmkj9exc395q2tw/vessna100.png,/partners/partner/10009237/,ru,2026-06-23T15:26:00+00:00
5325523,Софтекс,https://www.softexgroup.ru,"8 (3852) 50-20-44",safonov@softexgroup.ru,"https://www.1c-bitrix.ru/upload/iblock/a38/logo (1).png",/partners/partner/5325523/,ru,2026-06-23T15:26:05+00:00
25132070,"Ноль Один",https://ноль-один.рф/,+79380155552,info@zero-one05.ru,"https://www.1c-bitrix.ru/upload/iblock/bd2/eshs5yyw7ovlzjtf07uzls0fk9cb3kua/Web_Photo_Editor (2).jpg",/partners/partner/25132070/,ru,2026-06-23T15:26:08+00:00
164497,"Новые технологии",https://3nv.ru,"+7 (938) 441-07-68",911@sochi.com,https://www.1c-bitrix.ru/upload/iblock/625/5d1/logo.png,/partners/partner/164497/,ru,2026-06-23T15:26:10+00:00
10724658,"Автоматизация Бизнеса Антона Ольховского",https://olhovskii.ru,"+7(914) 409-84-44",anton@olhovskii.ru,"https://www.1c-bitrix.ru/upload/iblock/b3d/A small.png",/partners/partner/10724658/,ru,2026-06-23T15:26:12+00:00
14303704,FlowBit,https://flowbit24.ru/,"+7 9065818169",info@flowbit24.ru,https://www.1c-bitrix.ru/upload/iblock/71a/qhdaj0hvgb9um4nmaci0nwse22tfiv0g/solo-logo.png,/partners/partner/14303704/,ru,2026-06-23T15:26:15+00:00
19544456,"Храмогин Матвей Андреевич",https://velesconsulting.pro/,+7(999)361-90-01,mhramogin@yandex.ru,https://www.1c-bitrix.ru/upload/iblock/acf/ygnyf1ds4bizm4sdq6l31cbabfopk2nr/2025-01-15_09-38-44.jpg,/partners/partner/19544456/,ru,2026-06-23T15:26:17+00:00
281362,Создаватель,https://sozdavatel.ru,"8 800 555-800-1 БЕСПЛАТНО по России",ask@sozdavatel.ru,"https://www.1c-bitrix.ru/upload/iblock/6ab/3f0aunyuk35kuvrds12j85cw0y2oqsi5/152026 Sozdavatel-logo-2015.jpg",/partners/partner/281362/,ru,2026-06-23T15:26:19+00:00
24514444,EaseUp,https://easeup.ru,"+7 993 545-38-50",info@easeup.ru,"https://www.1c-bitrix.ru/upload/iblock/816/hx1rbnl168jc0v82egh195jc54o0bdt9/Снимок экрана 2023-10-14 в 11.40.34.png",/partners/partner/24514444/,ru,2026-06-23T15:26:22+00:00
937811,Plexrise,https://plexrise.com,"+7 (351) 799-59-30",info@plexrise.com,https://www.1c-bitrix.ru/upload/iblock/9a9/logo_icon_512.png,/partners/partner/937811/,ru,2026-06-23T15:26:24+00:00
7845261,NOTA.DIGITAL,https://notadigital.ru,"89276641713, 89996002436",info@notadigital.ru,https://www.1c-bitrix.ru/upload/iblock/268/logodigital.png,/partners/partner/7845261/,ru,2026-06-23T15:26:26+00:00
20005534,АВС-Консалтинг,https://avs-consulting.pro,+79112708877,avs-konsulting@mail.ru,https://www.1c-bitrix.ru/upload/iblock/022/3v5z0ko3524o71gtdjvtwnvormgd07z3/черн.полн-2.png,/partners/partner/20005534/,ru,2026-06-23T15:26:29+00:00
14313278,Отдел24,https://otdel24.ru,+73412772799,otdel24.ru@ya.ru,https://www.1c-bitrix.ru/upload/iblock/25a/knos0yl08qoelcrysvhg5znp5boyagbb/лого_отдел24-removebg-preview.png,/partners/partner/14313278/,ru,2026-06-23T15:26:31+00:00
9293485,"Синхронизация решений",https://synclabs.ru/,+79123996690,ku4erov.a.a@gmail.com,"https://www.1c-bitrix.ru/upload/iblock/53f/u79hypb81coxehp39glq3fblbzpa819a/IMG_5451 (2).png",/partners/partner/9293485/,ru,2026-06-23T15:26:37+00:00
11659040,VisionLab,https://visionlabagency.ru/,+74954142232,sale@visionlabagency.ru,https://www.1c-bitrix.ru/upload/iblock/d82/5aweof1mx8puhmvabltk2150lvhg89ow/vision_logo_black.png,/partners/partner/11659040/,ru,2026-06-23T15:26:39+00:00
13636276,"CRM Project",https://crm-project.ru,+79204115554,info@crm-project.ru,"https://www.1c-bitrix.ru/upload/iblock/0b8/imj7hgro4miwnsxer6f4useit25jh0s4/Оригинал — копия.jpg",/partners/partner/13636276/,ru,2026-06-23T15:26:41+00:00
16630468,Интегратор,https://theintegrator.ru/,+73517995980,akhmina@theintegrator.ru,https://www.1c-bitrix.ru/upload/iblock/f80/i61sx09in504yp3mw6phonz7cykklk36/imgonline-com-ua-Resize-WH0yGxE3NiUB.png,/partners/partner/16630468/,ru,2026-06-23T15:26:44+00:00
6757307,"Алгоритм Успеха",https://algoritmuspeha.bitrix24site.ru/,89177537601,alltobest@mail.ru,"https://www.1c-bitrix.ru/upload/iblock/153/ЗВЁЗДНАЯ ЛАМПА.png",/partners/partner/6757307/,ru,2026-06-23T15:26:46+00:00
636421,Платформа,https://platforma.bz,+79644294178,info@platforma.bz,https://www.1c-bitrix.ru/upload/iblock/036/anom072ubmjlfvuqciowwjzxfbyt8ud0/imgonline-com-ua-Resize-swrVJQ7fJfolGWb.jpg,/partners/partner/636421/,ru,2026-06-23T15:26:48+00:00
31222,Хакасия.ру,http://www.khakasia.ru/,"8 (3902) 30-60-19",mail@khakasia.ru,https://www.1c-bitrix.ru/upload/iblock/3e6/Безымянный.png,/partners/partner/31222/,ru,2026-06-23T15:26:51+00:00
17098610,BenefitCRM,https://benefitcrm.ru/,+79209848384,reznikk.yu@yandex.ru,https://www.1c-bitrix.ru/upload/iblock/92b/825i3gbe906r0o0vcvtwoevkxg0x1k2d/4.jpg,/partners/partner/17098610/,ru,2026-06-23T15:26:53+00:00
15107164,ARWOX,https://arwox.ru/,"+7 928 705-11-99",info@arwox.ru,https://www.1c-bitrix.ru/upload/iblock/587/t4dgiwi0ezyf6fixwlt1veu3mbce4smu/1111.png,/partners/partner/15107164/,ru,2026-06-23T15:26:56+00:00
229378,ANIT,https://anit-b24.ru/,"+7 (4212) 51-64-67",info@anit.digital,https://www.1c-bitrix.ru/upload/iblock/c66/zaskxk5oe9k4w72hhueqlp9biqmyucp5/logo-01.png,/partners/partner/229378/,ru,2026-06-23T15:26:59+00:00
19414196,"ООО БС",https://ooobs.ru,+79067648456,ushkinsemen@gmail.com,"https://www.1c-bitrix.ru/upload/iblock/c30/ufkhb6zzq7libyn10p5cpc7dabl00nj3/2025-03-21 15.49.16.jpg",/partners/partner/19414196/,ru,2026-06-23T15:27:01+00:00
18212878,"Бизнес интеграция",https://bizint.online/,"+7 901 468-12-12",sale@bizint.online,"https://www.1c-bitrix.ru/upload/iblock/305/t2mfar35gdc3792gyks3dxb7mk1ogfhb/logo BiInt.jpeg",/partners/partner/18212878/,ru,2026-06-23T15:27:04+00:00
15284846,EnterSales,https://entersales.ru/?utm_source=bitrix,+79207672767,bitrix@entersales.ru,"https://www.1c-bitrix.ru/upload/iblock/3dc/bejchma1867wisf21xhildjhcy6p0rci/ES_5 (1).png",/partners/partner/15284846/,ru,2026-06-23T15:27:10+00:00
15798834,"Тарновец Эксперт",https://tarnovets-expert.ru,"8 800 444-24-24",company@tarnovets-expert.ru,"https://www.1c-bitrix.ru/upload/iblock/0f8/rg3q4016xiytb01fcj0m2at3f0ymrk1g/лого для Б24.png",/partners/partner/15798834/,ru,2026-06-23T15:27:13+00:00
2158035,Пластилин-арт,https://plastilin-art.ru/,"+7(4712) 74-56-46",info@plastilin-art.ru,https://www.1c-bitrix.ru/upload/iblock/d77/rigx8zlh34egr4ry7dmkpv4ghclcodi1/Логотип.png,/partners/partner/2158035/,ru,2026-06-23T15:27:16+00:00
15982360,CRM-vector,https://crmvector.ru/,79699996461,sales@srv1it.ru,"https://www.1c-bitrix.ru/upload/iblock/f21/u30zdm7cmfsr6u02lriwhurv0ldc4s7u/logo 111.jpg",/partners/partner/15982360/,ru,2026-06-23T15:27:19+00:00
10261758,Бизнес-Магнит,https://businessmagnum.ru,+79993387810,sales@businessmagnum.ru,"https://www.1c-bitrix.ru/upload/iblock/cd5/kbjqcvw23idu3ro4meyrg4wrql5d6rky/Бизнес-Магнит Мини.png",/partners/partner/10261758/,ru,2026-06-23T15:27:22+00:00
25009846,SellForce,https://sellforce.bitrix24site.ru/,"+7 993 901 9468",denis.prokopchenko@gmail.com,"https://www.1c-bitrix.ru/upload/iblock/b1e/w1hqfzmgokgedlwck84oy2b8yy9ttc6u/8d9215a1-b282-4c2c-baff-1bf094545e3a — копия.png",/partners/partner/25009846/,ru,2026-06-23T15:27:25+00:00
1255960,NSGroup,https://nsgroupp.ru/,+79655840034,nikolay@nsgroupp.ru,"https://www.1c-bitrix.ru/upload/iblock/d99/yzdeyj5tw696oo3ijrpz4m3ukkf65f64/Скриншот 22-08-2025 112421.jpg",/partners/partner/1255960/,ru,2026-06-23T15:27:28+00:00
21468970,cifro.pro,https://www.bitskills.ru/,,artem@cifro.pro,"https://www.1c-bitrix.ru/upload/iblock/96c/ljhn2ynqebix08t1i39xcp6d43p35902/cifro 175.png",/partners/partner/21468970/,ru,2026-06-23T15:27:30+00:00
9067171,iT-SECTOR,https://itsector.ru,"+7 (495) 414-37-88",office@itsector.ru,"https://www.1c-bitrix.ru/upload/iblock/340/738yswxlbvc0dbk4h650n6wh5n9c9w7i/Логотип ОРИГИНАЛ.png",/partners/partner/9067171/,ru,2026-06-23T15:27:33+00:00
16790888,К2soft,https://k2soft.ru/,"+7 (901) 469-13-31",info@k2soft.ru,"https://www.1c-bitrix.ru/upload/iblock/415/8yxord1kv21yqat2lenhadsb88fgqwsg/Лого k2soft.png",/partners/partner/16790888/,ru,2026-06-23T15:27:36+00:00
1152082,"ЗУБР Текнолоджис",https://zubr-b24.ru,8-800-100-97-15,b24@zubr-1c.ru,https://www.1c-bitrix.ru/upload/iblock/a0c/26o3z7jdog97txbtbnsxrttqrwrhvupo/135х135.png,/partners/partner/1152082/,ru,2026-06-23T15:27:39+00:00
23001542,STK,https://tarasovstk.ru/,89053471192,AT.Sl1me@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/d3c/sc0vgt9iupbbn8feglghcurccp976lg3/2025-07-14 13.46.45.jpg",/partners/partner/23001542/,ru,2026-06-23T15:27:41+00:00
10225314,BEZE,https://bezestar.ru/,"7(342)225-03-09, 89523333334",1@bezestar.ru,https://www.1c-bitrix.ru/upload/iblock/b69/53ftjxvskurqpie06hq3tshn4cu8am8c/лого2.jpg,/partners/partner/10225314/,ru,2026-06-23T15:27:48+00:00
21491772,KIT-technology,https://kittech27.ru/,+79241076725,bitrix24@kittech27.ru,"https://www.1c-bitrix.ru/upload/iblock/790/vt7g2b0kpw38n55pezghbkl2jy2fr2tt/Screenshot_16-fotor-2024051218739-Pd2KqoIG4-transformed-fotor-2024052131535 (1).png",/partners/partner/21491772/,ru,2026-06-23T15:27:51+00:00
11370808,"Мост данных (CRM для НКО)",https://crmnko.ru/,89265612717,root@databridge.website,https://www.1c-bitrix.ru/upload/iblock/673/mww6lf6h8zo9p2ebs1sdulcz0fmvvsue/Screenshot_8[1].png,/partners/partner/11370808/,ru,2026-06-23T15:27:53+00:00
7285609,Factory7,https://factory7.dev,"+7 (995) 799-47-06",heatman88@mail.ru,https://www.1c-bitrix.ru/upload/iblock/d5c/rbq6h8qwr67ti8qtfe8wn91vbdn4w64k/logo_small.png,/partners/partner/7285609/,ru,2026-06-23T15:27:56+00:00
1586269,Амадо,https://amado-id.ru,"+7 342 247-95-00, +7 342 247-91-56",info@amado-id.ru,https://www.1c-bitrix.ru/upload/iblock/8d5/175х135прозрачный-фон.png,/partners/partner/1586269/,ru,2026-06-23T15:27:59+00:00
1474140,MrTim,https://mrtim.ru,+7(951)0953574,mail@mrtim.ru,https://www.1c-bitrix.ru/upload/iblock/871/qjbqalps3f3ln5kq1lh0ea8yt7iqf7hj/logo-mrtim-2021.png,/partners/partner/1474140/,ru,2026-06-23T15:28:01+00:00
9920435,"Crystal Systems",https://crystalsystems.ru,+79381685985,sales@crystalsystems.ru,"https://www.1c-bitrix.ru/upload/iblock/ec8/4mbtdv9mks95cdpc6nqv7u7j60g8lf2z/crystalsystems logo2.png",/partners/partner/9920435/,ru,2026-06-23T15:28:04+00:00
67144,«ГЭНДАЛЬФ»,https://gendalf.ru/,"8 (863) 300-10-13",internet@gendalf.ru,https://www.1c-bitrix.ru/upload/iblock/b54/ppke9xpt56c2wavjy30tyzpetm1dk6er/logo.svg,/partners/partner/67144/,ru,2026-06-23T15:28:07+00:00
17211078,"Фаза данных",https://fazadannyh.ru/,,mfk_bwc@mail.ru,https://www.1c-bitrix.ru/upload/iblock/5b6/yo91av3x2ix5w9p47dk0a7jhby7pm0mt/пропвср.png,/partners/partner/17211078/,ru,2026-06-23T15:28:10+00:00
14216214,UCOM,https://ucomit.ru,+74953084617,hello@ucomit.ru,https://www.1c-bitrix.ru/upload/iblock/ef7/g4mosmajkh2wkyk69yv8lg0r3jyv5wcm/logoБитрикс24.png,/partners/partner/14216214/,ru,2026-06-23T15:28:13+00:00
13815388,"Архитекторы Бизнеса",https://www.arhitectorbiz.ru/,"+7 (929) 044-12-27",b-it-cons@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/fa8/fd6t0fnvs9oebb4ciqkb6bmph74pu24g/лого 1.png",/partners/partner/13815388/,ru,2026-06-23T15:28:15+00:00
7522327,Метод,https://mthd.ru,+79520228282,pavel@mthd.ru,https://www.1c-bitrix.ru/upload/iblock/094/Темный_220.png,/partners/partner/7522327/,ru,2026-06-23T15:28:18+00:00
12018854,"Лаборатория Павла Жукова",https://www.archeon.io,"+7 495 124-84-27",pavel@archeon.io,https://www.1c-bitrix.ru/upload/iblock/e9f/kree3mfehnjbfn3zov3h4rz0mumpyqql/plain_logo_small.jpg,/partners/partner/12018854/,ru,2026-06-23T15:28:24+00:00
24645724,"TataPlex Digital",https://plex.bitrix24site.ru/,89371689889,plex.ova@mail.ru,"https://www.1c-bitrix.ru/upload/iblock/e28/4rrp19duzpe2s1tu6tdfelhnm0mhg5m3/Вариант4 — копия.jpg",/partners/partner/24645724/,ru,2026-06-23T15:28:26+00:00
14341640,Решение,https://прорешение.рф/,"+7 812 467-82-52",proreshenie.ai@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/d90/6toc8nlpf1moa0uy3dhc4h41n44kguqc/Логотип Решение.png",/partners/partner/14341640/,ru,2026-06-23T15:28:29+00:00
12701994,IntPoint,https://intpoint.ru/,+79670272488,info@intpoint.ru,"https://www.1c-bitrix.ru/upload/iblock/b78/logo_intpoint6 copy copy.png",/partners/partner/12701994/,ru,2026-06-23T15:28:34+00:00
16102166,Wersis,https://wersis.ru/,"+7 923 192 4605",bitrix24@wersis.ru,"https://www.1c-bitrix.ru/upload/iblock/8f1/v33dhnbr0za0yhmnbob8x1ojbjxx293v/logo 175.png",/partners/partner/16102166/,ru,2026-06-23T15:28:37+00:00
9693581,"HED Systems",https://hedsystems.ru,+79370027934,mail@hedsystems.ru,https://www.1c-bitrix.ru/upload/iblock/289/l2r62whhmd4ywj3iok4fcc4aoyx2cdma/logotip-hed-VERTIKALЬNO-(tolьko-logo)-transformed.png,/partners/partner/9693581/,ru,2026-06-23T15:28:40+00:00
6347727,"Quick Deal",https://quick-deal.ru,+78112600300,support@quick-deal.ru,https://www.1c-bitrix.ru/upload/iblock/32d/bf2t816wamgd0980z9m55tvxufj4da2l/Logo.png,/partners/partner/6347727/,ru,2026-06-23T15:28:43+00:00
550325,"Цифровой Элемент",https://d-element.ru,"8 (351) 220-45-35",bitrix24@d-element.ru,https://www.1c-bitrix.ru/upload/iblock/dae/h_color_black.png,/partners/partner/550325/,ru,2026-06-23T15:28:46+00:00
6406127,АйФьюжин,https://ifusion.ru,8-423-206-00-80,info@ifusion.ru,https://www.1c-bitrix.ru/upload/iblock/a5d/iFusion-short-135x135.png,/partners/partner/6406127/,ru,2026-06-23T15:28:49+00:00
1182876,"Ferrum Studio",https://ferrumstudio.ru,"+7 (812) 407-17-88",sale@ferrum.spb.ru,https://www.1c-bitrix.ru/upload/iblock/4e8/vlf0jvpnoerexymf3l60p732qgumsl3s/ferrum_logo.png,/partners/partner/1182876/,ru,2026-06-23T15:28:52+00:00
6313495,CRMan,https://crman.ru,"+7 999 465 66 99",i@crman.ru,"https://www.1c-bitrix.ru/upload/iblock/a74/CRMan Logo 175x135 Сайт партнёров Б24.png",/partners/partner/6313495/,ru,2026-06-23T15:28:56+00:00
13570440,"СМАРТ СИСТЕМА",https://www.smart-crm.systems,+79685259021,smartcrmsystem@gmail.com,https://www.1c-bitrix.ru/upload/iblock/04a/rd6b64xqkf71n1q2q1znhuy6ojfwnelj/175x135.png,/partners/partner/13570440/,ru,2026-06-23T15:28:59+00:00
17392612,NextLevelCRM,https://nexlvl.ru/,+79802432888,nextlevel36@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/564/0qp5kwvn4frye13zu26ubtfppzvs0vf7/30341053 (1) (1).png",/partners/partner/17392612/,ru,2026-06-23T15:29:05+00:00
152768,АЙТЕК,https://aitek.agency/,"+7 (8172) 26-40-41",projekt@aitek.agency,https://www.1c-bitrix.ru/upload/iblock/374/AITEK_LOGO_Tolk.jpg,/partners/partner/152768/,ru,2026-06-23T15:29:08+00:00
11821556,Гедеон,https://gedeon63.bitrix24site.ru/,+79297012030,info@gedeon63.ru,https://www.1c-bitrix.ru/upload/iblock/2a7/j1lu4xcgt2fbccd1283upjzl23dgn1j2/Logo.png,/partners/partner/11821556/,ru,2026-06-23T15:29:11+00:00
21363538,"Научно-исследовательский Центр 3.0",https://it.nma.su,79257884288,info@nma.su,https://www.1c-bitrix.ru/upload/iblock/bba/o0h7yfw6jnnr4hyotxowxdcf5d2seye9/123.png,/partners/partner/21363538/,ru,2026-06-23T15:29:15+00:00
